Country of president,President name,Destination country,Destination city,"Date start, yyyy-mm-dd","Date start, d.m.yyyyy","Date end, yyyy-mm-dd","Date end, d.m.yyyy",Subject,Source,More info
China,Xi Jinping,Netherlands,The Hague,2014-03-22,22.3.2014,2014-03-25,25.3.2014,"Chinese president arrives in #Netherlands for state visit, nuclear summit #China, Chinese president arrives in #Netherlands for state visit, nuclear summit #China, Chinese, ROK presidents meet on cooperation, Korean Peninsula situation #South Korean #China, #China, #Netherlands to build open, pragmatic partnership, #China, #Netherlands to build open, pragmatic partnership, #China, #U.S. reaffirm commitment to promote new type of major-country ties, Chinese president meets #Dutch parliamentary leaders #China, Chinese president attends nuclear security summit #China #Dutch, Chinese president says his Europe visit aims for peace, cooperation #China #Dutch, Xi elaborates on #China's approach to nuclear security, #China willing to join #U.S. in promoting new model for major-country ties: Xi, Chinese president calls for fair, win-win system of global nuclear security #China #the Netherlands, Chinese president meets British PM on ties #China #Britain",http://news.xinhuanet.com/english/china/2014-03/25/c_133213327.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=19338
China,Xi Jinping,France,Paris,2014-03-25,25.3.2014,2014-03-27,27.3.2014,"Chinese president arrives in Lyon for #France visit #China, Xi Jinping Holds Talks with French President François Hollande, Opening up the New Era of a Close and Enduring #China-#France Comprehensive and Strategic Partnership, #China, #France vow to boost financial, nuclear cooperation, Chinese, French presidents hold talks, blueprinting bilateral relationship #China #France, Xi meets French friends during visit to Charles de Gaulle Foundation in Paris #China #France, #China, #France vow to strengthen dialogue, promote cooperation, Chinese president meets French PM in Paris #China #France, Chinese president visits Biomerieux research center, urges further health cooperation #China #France, Chinese, French presidents pledge to open new era for bilateral ties #China #France, Xi lays wreath of flowers at Tomb of Unknown Soldier in Paris #China #France, Chinese president meets #UNESCO chief in Paris #China",http://news.xinhuanet.com/english/china/2014-03/27/c_133219406.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=19356
China,Xi Jinping,Germany,Düsseldorf,2014-03-28,28.3.2014,2014-03-29,29.3.2014,"Xin Jinping Holds Talks with Angela Merkel, Announcing the Establishment of #China-#Germany All-Round Strategic Partnership, #China, #Germany vow to push for open world economy, Chinese, German presidents meet on ties #China #Germany, #China, #Germany establish comprehensive strategic partnership, Chinese president reaffirms adherence to peaceful development, Xi Jinping Visits Chinese Youth Football Players Trained in #Germany #China, Xi urges German entrepreneurs to seize ""#China opportunities"" #Germany, President Xi calls on #China, #Germany to build Silk Road economic belt",http://english.chinamil.com.cn/,http://www.chinavitae.com//vip/index.php?mode=show&id=19381
China,Xi Jinping,Belgium,Brugge,2014-03-30,30.3.2014,2014-04-01,1.4.2014,"Xi expects his visit to boost #China's ties with #Belgium, #Europe, Chinese president arrives in Brussels for state visit #China #Belgium, Chinese president calls for building four major partnerships with #EU #China, #China, #Belgium form all-round partnership of friendship, cooperation, Chinese president praises Belgian parliament speaker for promoting ties #China #Belgium, Chinese president attends state banquet in Brussels #Belgium #China, Chinese president calls for win-win cooperation between #China, #EU, Chinese president attends sending-off ceremony in Brugge #China #Belgium",http://news.xinhuanet.com/english/photo/2014-04/02/c_133233215.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=19397
China,Xi Jinping,South Korea,Seoul,2014-07-03,3.7.2014,2014-07-04,4.7.2014,"#China, #S. Korea reiterate denuclearization of Korean Peninsula, #China, #S. Korea agree to open RMB clearing service in Seoul, #S.Korea, #China agree to launch Won-Yuan trading market in Seoul, #China, #S. Korea vow to finish FTA talks before end of 2014, #China, #S. Korea to enhance people-to-people exchanges, Xi Jinping Meets with Speaker of National Assembly Chung Ui-hwa of the #ROK #China, Xi Jinping Meets with Prime Minister Jung Hong-won of #ROK #China, Xi encourages more #S. Korean investment in #China, Chinese president ends visit to #S. Korea #China, Chinese president applauds #China-#South Korea ties, Xi, Park share concerns over Japan's constitution reinterpretation #China #S. Korea, Chinese president says #China-#S. Korea ties at best in history",http://news.xinhuanet.com/english/china/2014-07/04/c_133461029.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20140
China,Xi Jinping,Greece,Rhodes,2014-07-13,13.7.2014,2014-07-13,13.7.2014,"#China, #Greece agree to enhance comprehensive strategic partnership, #China, #Greece vow to further deepen bilateral ties",http://news.xinhuanet.com/english/china/2014-07/14/c_126746192.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20207
China,Xi Jinping,Brazil,Brasilia,2014-07-14,14.7.2014,2014-07-17,17.7.2014,"Chinese president urges early negotiated solution to border issues with India, Chinese, U.S. presidents hail results of bilateral strategic dialogue, China ""true in word, resolute in deed"" on cooperation with Russia: Xi, Chinese president arrives in Brazil for BRICS summit, BRICS to establish development bank, reserve arrangement, Xi Jinping Meets with President of the Senate Renan Calheiros and President of the Chamber of Deputies Henrique Eduardo Alves of Brazil, Xi Jinping Meets with President Rafael Correa Delgado of Ecuador, Chinese, Peruvian presidents pledge to boost cooperation, Xi proposes trilateral work group on transcontinental S. American railway, BRICS, S.American countries ""rising power"" in int'l structure: Chinese president, Chinese, Chilean presidents agree to boost cooperation, Chinese president expects stronger ties with Brazil, L. America, Xi hails CELAC Quartet as ""good partner"" of China, Xi attends summit with LatAm and Caribbean leaders",http://news.xinhuanet.com/english/photo/2014-07/18/c_133494286.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20267
China,Xi Jinping,Argentina,Buenos Aires,2014-07-18,18.7.2014,2014-07-19,19.7.2014,"Chinese president arrives in Argentina for state visit, China, Argentina upgrade ties to comprehensive strategic partnership, Chinese president calls for objective probe of MH17 crash, China, Argentina seek closer cooperation, Xi Jinping Receives Key to the City of Buenos Aires, Xi Jinping Visits Argentine Republic Farm, Xi expects more interactions between NPC, Argentine parliament, Chinese president visits Argentine farm, stressing agricultural cooperation, Chinese president sends messages of condolence to Malaysian, Dutch leaders",http://news.xinhuanet.com/english/china/2014-07/19/c_133496224.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20262
China,Xi Jinping,Venezuela,Caracas,2014-07-20,20.7.2014,2014-07-21,21.7.2014,"Chinese president receives Liberator Medal in Caracas, Venezuela, China, Venezuela lift ties to comprehensive strategic partnership, Chinese president arrives in Venezuela for state visit, Xi Jinping Meets with President of the National Assembly Diosdado Cabello of Venezuela, Xi urges stronger parliamentary exchanges between China, Venezuela, Xi visits Chavez's mausoleum to pay respect to China's ""great friend""",http://news.xinhuanet.com/english/china/2014-07/22/c_133500516.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20297
China,Xi Jinping,Cuba,Havana,2014-07-21,21.7.2014,2014-07-24,24.7.2014,"Chinese president arrives in Cuba for state visit, Xi Jinping Holds Talks with President of the Council of State and the Council of Ministers Raúl Castro, Xi Jinping Receives Order of José Marti of Cuba, Chinese president visits Cuban revolutionary leader Fidel Castro, Chinese president visits Cuba's Heroic City, Chinese president ends Cuba tour with fruitful results to further ties",http://news.xinhuanet.com/english/china/2014-07/24/c_133508717.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20322
China,Xi Jinping,Portugal,Terceira Island,2014-07-24,24.7.2014,2014-07-24,24.7.2014,China stands ready to deepen cooperation with Portugal: Xi,http://news.xinhuanet.com/english/china/2014-07/24/c_133508818.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20319
China,Xi Jinping,Tajikistan,Dushanbe,2014-09-11,11.9.2014,2014-09-13,13.9.2014,"Chinese president arrives in Tajikistan for SCO summit, state visit, China backs Russia's 2015 SCO presidency, China, Russia, Mongolia hold trilateral summit, Xi proposes to build China-Mongolia-Russia economic corridor, Xi Jinping Attends Family Banquet Held by President Emomali Rahmon of Tajikistan, Xi Jinping and President Emomali Rahmon of Tajikistan Jointly Attend the Groundbreaking Ceremony of China-Tajikistan Electricity and China-Central Asia Natural Gas Pipeline Cooperative Projects, China, Tajikistan to enhance cooperation in security, law enforcement, China welcomes Tajikistan's participation in Silk Road Economic Belt initiative, China, Tajikistan aim at 3-bln-USD trade in five years",http://news.xinhuanet.com/english/china/2014-09/13/c_133640719.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20664
China,Xi Jinping,Maldives,Male,2014-09-14,14.9.2014,2014-09-15,15.9.2014,"Chinese president arrives in Maldives for state visit, Chinese president pledges close cooperation with Maldives on climate change, Xi Jinping Holds Talks with President Abdulla Yameen of Maldives, Xi Jinping Meets with Speaker of People's Majlis Abdulla Maseeh Mohamed and Former President Maumoon Abdul Gayoom of Maldives",http://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1191947.shtml,http://www.chinavitae.com//vip/index.php?mode=show&id=20682
China,Xi Jinping,India,New Delhi,2014-09-16,16.9.2014,2014-09-19,19.9.2014,"Xi starts India visit in Modi's home state, Chinese, Indian presidents pledge cooperation, Chinese president and his wife lay wreath to memorial of Mahatma Gandhi in India, Xi announces new aid for combating Ebola, Xi meets Indian vice president, China, India step up economic engagement despite border disputes, China to open new route for Indian pilgrims to Tibet, China, India should be partners for peace, development: Xi, Xi meets Sonia Gandhi, Manmohan Singh on China-India relations, Xi Jinping confers friendship award in India",http://news.xinhuanet.com/english/china/2014-09/19/c_133656854.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20711
China,Xi Jinping,Sri Lanka,Colombo,2014-09-16,16.9.2014,2014-09-16,16.9.2014,"Chinese, Sri Lankan presidents agree to deepen strategic cooperative partnership, Chinese, Sri Lankan presidents agree to deepen strategic cooperative partnership, Chinese president receives grand welcome in Sri Lanka",http://news.xinhuanet.com/english/photo/2014-09/17/c_133648393_2.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20672
China,Xi Jinping,Australia,Sydney,2014-11-14,14.11.2014,2014-11-19,19.11.2014,"Chinese president arrives in Brisbane for G20 Summit, BRICS countries should raise their voice in global economic governance: Chinese president, Chinese president attends 9th G20 Summit in Brisbane, Australia, Xi proposes reinforcing global economy's anti-risk capacity, Xi calls for bigger role of Queensland in promoting China-Australia relationship, China's Xi, Brazil's Rousseff agree on advancing railway cooperation, President Xi stresses China-EU cooperation, Chinese, French presidents agree to propel comprehensive strategic partnership, China, Australia announce virtual conclusion of FTA negotiations, Chinese President Xi meets with Australian PM Abbott, China-Australia ties have bright prospects: Xi, China eyes more exchange with Australian Labor Party to promote partnership: Xi, Likening China to ""big guy"" in crowd, Xi highlights peaceful development, Xi visits family of old friend in Australia, fulfilling commitment, China, Australia agree to strengthen Antarctic cooperation, Xi hopes New South Wales grasp opportunities to expand cooperation with China, Chinese, Australian leaders pledge closer bilateral ties, China-Oz province-level forum sets milestone for bilateral cooperation: Xi",http://news.xinhuanet.com/english/china/2014-11/19/c_133800797.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=21168
China,Xi Jinping,New Zealand,Wellington,2014-11-19,19.11.2014,2014-11-20,20.11.2014,"Chinese president arrives in New Zealand for state visit, President Xi, New Zealand's PM John Key hold talks in Wellington",http://news.xinhuanet.com/english/photo/2014-11/20/c_133803576.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=21210
China,Xi Jinping,Fiji,Nadi,2014-11-21,21.11.2014,2014-11-23,23.11.2014,"China sees Fiji as friend, partner in Pacific island region: Xi, Chinese president pledges continued assistance to Fiji, China, Pacific island countries announce strategic partnership, Chinese president concludes visit to Fiji",http://news.xinhuanet.com/english/china/2014-11/23/c_133807773.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=21177
China,Xi Jinping,Pakistan,Islamabad,2015-04-20,20.4.2015,2015-04-21,21.4.2015,"Xi Jinping Meets with Co-chairman of Pakistan Peoples Party (PPP) Asif Ali Zardari and Leaders of Other Major Political Parties of Pakistan, Chinese president attends welcoming ceremony in Islamabad, China, Pakistan elevate relations, commit to long-lasting friendship, Xi Jinping Meets with Pakistani President Mamnoon Hussain, Xi Jinping Meets with Pakistani Chairman Senate Mian Raza Rabbani and Speaker of the National Assembly Sardar Ayaz Sadiq, China, Pakistan elevate relations, commit to long-lasting friendship, Xi says increasingly confident in China-Pakistan ties, China, Pakistan will always stand together, move forward together: Xi",http://news.xinhuanet.com/english/2015-04/21/c_134171244.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=22113
